id,lat,lon,tag_number
"0","33.38772845983135","-111.88331457882175",
"1","33.38844713486883","-111.88339918066552",
"2","33.38918651973267","-111.88339940098282",
"3","33.38994419093252","-111.88339124924265",
"4","33.39069789642093","-111.88338849527636",
